show_id,show_name,category,topic_name
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》放羊的孩子
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》桃太郎
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》灰姑娘
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》父子騎驢
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》狐狸與葡萄
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》獅子與老鼠
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》白雪公主
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》白雪公主 (中)
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》睡美人
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》糖果屋
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》蚊子和獅子
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》豌豆公主
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》貓和老鼠做朋友
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》農夫和蛇
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》醜小鴨
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》金斧頭銀斧頭
mom-dad-stories,媽爹講故事,寓言童話類,《媽爹經典童話》青蛙王子
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】大家晚安！
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】奧莉薇
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】好想好想跟你說！
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】小象歐利找弟弟
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】小豬節快樂！
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】我不要親親
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】我愛新玩具！
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】要不要出去玩？
mom-dad-stories,媽爹講故事,寓言童話類,【格林文化】豬害我打噴嚏！
mom-dad-stories,媽爹講故事,寓言童話類,中秋節的傳說 - 后羿射日
mom-dad-stories,媽爹講故事,寓言童話類,中秋節的傳說 - 嫦娥奔月
mom-dad-stories,媽爹講故事,推理故事類,【神探哈奇奇】音樂教室的謎案-上
mom-dad-stories,媽爹講故事,推理故事類,【神探哈奇奇】音樂教室的謎案-下
mom-dad-stories,媽爹講故事,推理故事類,猜燈謎的由來
mom-dad-stories,媽爹講故事,故事類,【三之三】 蜘蛛和蒼蠅
mom-dad-stories,媽爹講故事,故事類,【三之三】一隻想當爸爸的熊
mom-dad-stories,媽爹講故事,故事類,【三之三】三隻小豬的真實故事
mom-dad-stories,媽爹講故事,故事類,【三之三】不要再笑了，裘裘！
mom-dad-stories,媽爹講故事,故事類,【三之三】愛打岔的小雞
mom-dad-stories,媽爹講故事,故事類,【三之三】我討厭媽媽
mom-dad-stories,媽爹講故事,故事類,【三之三】江布朗和夜半貓
mom-dad-stories,媽爹講故事,故事類,【三之三】精彩過一生
mom-dad-stories,媽爹講故事,故事類,【三之三】菲菲生氣了
mom-dad-stories,媽爹講故事,故事類,【三之三】阿文的小毯子
mom-dad-stories,媽爹講故事,故事類,【上人文化】綿羊小雪
mom-dad-stories,媽爹講故事,故事類,【上誼文化】這不是個好主意！
mom-dad-stories,媽爹講故事,故事類,【兒福聯盟】我想大聲說
mom-dad-stories,媽爹講故事,故事類,【台灣東方】爺爺的肉丸子湯
mom-dad-stories,媽爹講故事,故事類,【台灣東方】瑪德琳
mom-dad-stories,媽爹講故事,故事類,【台灣麥克】下雪了
mom-dad-stories,媽爹講故事,故事類,【和英】南瓜湯
mom-dad-stories,媽爹講故事,故事類,【和英】大象艾瑪
mom-dad-stories,媽爹講故事,故事類,【喜樂亞】嚇人小姐
mom-dad-stories,媽爹講故事,故事類,【喜樂亞】整齊小姐
mom-dad-stories,媽爹講故事,故事類,【喜樂亞】模範先生
mom-dad-stories,媽爹講故事,故事類,【喜樂亞】聰明先生
mom-dad-stories,媽爹講故事,故事類,【國語日報】你會寫字嗎？
mom-dad-stories,媽爹講故事,故事類,【大好書屋】還要睡幾個晚上才到聖誕節?
mom-dad-stories,媽爹講故事,故事類,【大穎文化】不洗澡的臭臭熊
mom-dad-stories,媽爹講故事,故事類,【大穎文化】你出生的那個晚上
mom-dad-stories,媽爹講故事,故事類,【大穎文化】全部都是我的寶貝
mom-dad-stories,媽爹講故事,故事類,【大穎文化】和強尼共度的一天
mom-dad-stories,媽爹講故事,故事類,【大穎文化】我想要回到媽媽的肚子裡
mom-dad-stories,媽爹講故事,故事類,【大穎文化】當鴨子遇見死神
mom-dad-stories,媽爹講故事,故事類,【大穎文化】邁爾太太放輕鬆
mom-dad-stories,媽爹講故事,故事類,【媽爹講三國】序章
mom-dad-stories,媽爹講故事,故事類,【媽爹講三國】桃園豪傑三結義
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】二郎神來戰
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】五行山下
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】偷吃人蔘果
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】八戒登場
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】大戰黃風怪
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】大鬧天宮
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】大鬧幽冥界
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】師徒四人
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】悟空取寶
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】悟空拜師
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】智擒黑熊精
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】流沙河遇沙僧
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】火眼金睛
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】石猴出世
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】第一號徒弟
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】緊箍咒
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】蟠桃園之變
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】觀音院大火
mom-dad-stories,媽爹講故事,故事類,【媽爹講西遊】齊天大聖
mom-dad-stories,媽爹講故事,故事類,【小五南】長頸鹿不會跳舞
mom-dad-stories,媽爹講故事,故事類,【小天下】唱歌給貓聽
mom-dad-stories,媽爹講故事,故事類,【小天下】小羊阿理和鱷魚包包
mom-dad-stories,媽爹講故事,故事類,【小天下】星期三的麵包店
mom-dad-stories,媽爹講故事,故事類,【小天下】米莉的新帽子
mom-dad-stories,媽爹講故事,故事類,【小天下】貓咪茶丸幫你找新家
mom-dad-stories,媽爹講故事,故事類,【巴巴文化】雨傘馬戲團
mom-dad-stories,媽爹講故事,故事類,【愛的聖誕禮物】天使來了
mom-dad-stories,媽爹講故事,故事類,【愛的聖誕禮物】寶咖咖與多多
mom-dad-stories,媽爹講故事,故事類,【愛的聖誕禮物】最珍貴的禮物
mom-dad-stories,媽爹講故事,故事類,【愛的聖誕禮物】精彩預告
mom-dad-stories,媽爹講故事,故事類,【愛的聖誕禮物】約瑟與瑪莉亞
mom-dad-stories,媽爹講故事,故事類,【愛的聖誕禮物】聖誕快樂
mom-dad-stories,媽爹講故事,故事類,【成語小故事】井底之蛙
mom-dad-stories,媽爹講故事,故事類,【成語小故事】亡羊補牢
mom-dad-stories,媽爹講故事,故事類,【成語小故事】千里送鵝毛
mom-dad-stories,媽爹講故事,故事類,【成語小故事】半途而廢
mom-dad-stories,媽爹講故事,故事類,【成語小故事】望梅止渴
mom-dad-stories,媽爹講故事,故事類,【成語小故事】矮子看戲
mom-dad-stories,媽爹講故事,故事類,【成語小故事】聞雞起舞
mom-dad-stories,媽爹講故事,故事類,【成語小故事】魚目混珠
mom-dad-stories,媽爹講故事,故事類,【成語小故事】鷸蚌相爭
mom-dad-stories,媽爹講故事,故事類,【東雨文化】你怎麼那麼霸道！
mom-dad-stories,媽爹講故事,故事類,【步步】世界上最大的房子
mom-dad-stories,媽爹講故事,故事類,【步步】亞歷山大和發條鼠
mom-dad-stories,媽爹講故事,故事類,【步步】活了一百萬次的貓
mom-dad-stories,媽爹講故事,故事類,【步步】烏鴉麵包店
mom-dad-stories,媽爹講故事,故事類,【派派FUN暑假】寶島台灣遊
mom-dad-stories,媽爹講故事,故事類,【派派FUN暑假】暑假動一夏
mom-dad-stories,媽爹講故事,故事類,【派派FUN暑假】暑期特訓
mom-dad-stories,媽爹講故事,故事類,【派派FUN暑假】開學聊聊天
mom-dad-stories,媽爹講故事,故事類,【滿天星】非常暴躁的熊
mom-dad-stories,媽爹講故事,故事類,【漢聲】野獸國
mom-dad-stories,媽爹講故事,故事類,【神探哈奇奇】主題曲
mom-dad-stories,媽爹講故事,故事類,【神探哈奇奇】哈囉雜貨店
mom-dad-stories,媽爹講故事,故事類,【神探哈奇奇】精彩預告
mom-dad-stories,媽爹講故事,故事類,【神探哈奇奇番外篇】明日之星選拔賽
mom-dad-stories,媽爹講故事,故事類,【童夢館】肚子裡的火車站
mom-dad-stories,媽爹講故事,故事類,【米奇巴克】山姆和瓦森：無聊的祕密
mom-dad-stories,媽爹講故事,故事類,【米奇巴克】山姆和瓦森：生命的四季
mom-dad-stories,媽爹講故事,故事類,【米奇巴克】戰役
mom-dad-stories,媽爹講故事,故事類,【米奇巴克】獅子與兔子大對決
mom-dad-stories,媽爹講故事,故事類,【米奇巴克】色彩的翅膀
mom-dad-stories,媽爹講故事,故事類,【米奇巴克】薩琪想要一個小寶寶
mom-dad-stories,媽爹講故事,故事類,【維京國際】大熊抱抱
mom-dad-stories,媽爹講故事,故事類,【維京國際】大腳長啊長
mom-dad-stories,媽爹講故事,故事類,【維京國際】媽媽，你會永遠愛我嗎？
mom-dad-stories,媽爹講故事,故事類,【維京國際】小威向前衝
mom-dad-stories,媽爹講故事,故事類,【維京國際】小蝌蚪穿新衣
mom-dad-stories,媽爹講故事,故事類,【維京國際】派弟是個大披薩
mom-dad-stories,媽爹講故事,故事類,【臺南市衛生局】外婆不一樣
mom-dad-stories,媽爹講故事,故事類,【親親文化】媽媽生了一個蛋
mom-dad-stories,媽爹講故事,故事類,【道聲】史賓奇生悶氣
mom-dad-stories,媽爹講故事,故事類,【道聲】蜉蝣的一天
mom-dad-stories,媽爹講故事,故事類,【道聲】送給爸爸的小船
mom-dad-stories,媽爹講故事,故事類,【遠流】在一個晴朗的日子裡
mom-dad-stories,媽爹講故事,故事類,【遠流】好一個餿主意
mom-dad-stories,媽爹講故事,故事類,【遠流】小房子
mom-dad-stories,媽爹講故事,故事類,【遠流】愛花的牛
mom-dad-stories,媽爹講故事,故事類,【遠流】獾的禮物
mom-dad-stories,媽爹講故事,故事類,【遠流】自己的顏色
mom-dad-stories,媽爹講故事,故事類,【遠流】討厭黑夜的席奶奶
mom-dad-stories,媽爹講故事,故事類,【遠流】風到哪裡去了
mom-dad-stories,媽爹講故事,故事類,【那些改變世界的人】堅持到底的愛迪生
mom-dad-stories,媽爹講故事,故事類,【那些改變世界的人】忍辱負重的司馬遷
mom-dad-stories,媽爹講故事,故事類,【那些改變世界的人】敢於創新的比爾蓋茲
mom-dad-stories,媽爹講故事,故事類,【那些改變世界的人】淡泊名利的大詩人陶淵明
mom-dad-stories,媽爹講故事,故事類,【那些改變世界的人】笑看人生的霍金
mom-dad-stories,媽爹講故事,故事類,【那些改變世界的人】草船借箭的諸葛亮
mom-dad-stories,媽爹講故事,故事類,【那些改變世界的人】音樂天才貝多芬
mom-dad-stories,媽爹講故事,故事類,【阿爾發】和甘伯伯去遊河
mom-dad-stories,媽爹講故事,故事類,【韋伯文化】問問熊先生
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】噗噗音樂會
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】拯救母雞大作戰 上集
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】拯救母雞大作戰 下集
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】森林之王
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】玩具國
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】真正的國王
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】神秘聲音在說話
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】花豹教練的夢想
mom-dad-stories,媽爹講故事,故事類,【飛翔吧！派派】鳥寶快樂節
mom-dad-stories,媽爹講故事,故事類,ㄧ粒種籽
mom-dad-stories,媽爹講故事,故事類,上學不害怕！勇敢的小浣熊
mom-dad-stories,媽爹講故事,故事類,不一樣，也很棒
mom-dad-stories,媽爹講故事,故事類,不想去上學
mom-dad-stories,媽爹講故事,故事類,不是只有自己的事才重要
mom-dad-stories,媽爹講故事,故事類,不會寫字的獅子
mom-dad-stories,媽爹講故事,故事類,不管怎麼樣你都會愛我嗎？
mom-dad-stories,媽爹講故事,故事類,不要吞吞吐吐，勇敢說！
mom-dad-stories,媽爹講故事,故事類,了不起的大腳丫
mom-dad-stories,媽爹講故事,故事類,交換妹妹
mom-dad-stories,媽爹講故事,故事類,你有看見嗎？
mom-dad-stories,媽爹講故事,故事類,你送玫瑰，我送什麼呢？
mom-dad-stories,媽爹講故事,故事類,來大鯨魚的肚子裡玩吧！
mom-dad-stories,媽爹講故事,故事類,假裝去睡覺
mom-dad-stories,媽爹講故事,故事類,先左腳，再右腳
mom-dad-stories,媽爹講故事,故事類,公主也會放屁
mom-dad-stories,媽爹講故事,故事類,公主怎麼挖鼻屎？
mom-dad-stories,媽爹講故事,故事類,再五分鐘
mom-dad-stories,媽爹講故事,故事類,剛達爾溫柔的光
mom-dad-stories,媽爹講故事,故事類,半夜裡的探險隊
mom-dad-stories,媽爹講故事,故事類,吵架了，怎麼辦？
mom-dad-stories,媽爹講故事,故事類,吼～我生氣了！
mom-dad-stories,媽爹講故事,故事類,和你在一起
mom-dad-stories,媽爹講故事,故事類,大腳丫跳芭蕾
mom-dad-stories,媽爹講故事,故事類,大膽的老婆婆
mom-dad-stories,媽爹講故事,故事類,奇奇的生日派對
mom-dad-stories,媽爹講故事,故事類,奇奇認識很多朋友
mom-dad-stories,媽爹講故事,故事類,好想吃榴槤
mom-dad-stories,媽爹講故事,故事類,如果你給老鼠玩手機
mom-dad-stories,媽爹講故事,故事類,威利和一朵雲
mom-dad-stories,媽爹講故事,故事類,媽媽上班時也想著你
mom-dad-stories,媽爹講故事,故事類,媽媽是一朵雲
mom-dad-stories,媽爹講故事,故事類,媽媽為什麼愛生氣？
mom-dad-stories,媽爹講故事,故事類,媽媽變成鬼了！
mom-dad-stories,媽爹講故事,故事類,小刺蝟愛生氣
mom-dad-stories,媽爹講故事,故事類,小年獸
mom-dad-stories,媽爹講故事,故事類,小怪獸挖地洞
mom-dad-stories,媽爹講故事,故事類,小松鼠的紙飛機
mom-dad-stories,媽爹講故事,故事類,小毛，聖誕節到了！
mom-dad-stories,媽爹講故事,故事類,小耳朵
mom-dad-stories,媽爹講故事,故事類,小耳朵系列3：神奇時光機
mom-dad-stories,媽爹講故事,故事類,小耳朵系列：蘿蔔大賽
mom-dad-stories,媽爹講故事,故事類,小蛇古斯想要腿
mom-dad-stories,媽爹講故事,故事類,小豆子
mom-dad-stories,媽爹講故事,故事類,小貓頭鷹
mom-dad-stories,媽爹講故事,故事類,小長尾豹上學去
mom-dad-stories,媽爹講故事,故事類,小黑魚
mom-dad-stories,媽爹講故事,故事類,平安夜的歌聲
mom-dad-stories,媽爹講故事,故事類,廚房用具大作戰
mom-dad-stories,媽爹講故事,故事類,怪獸媽媽
mom-dad-stories,媽爹講故事,故事類,怪獸牙醫診所
mom-dad-stories,媽爹講故事,故事類,愛吃水果的牛
mom-dad-stories,媽爹講故事,故事類,愛吃青菜的鱷魚
mom-dad-stories,媽爹講故事,故事類,愛擔心的大兔子和勇敢的小兔子
mom-dad-stories,媽爹講故事,故事類,感恩節的故事
mom-dad-stories,媽爹講故事,故事類,我不吃手手了
mom-dad-stories,媽爹講故事,故事類,我不怕胡蘿蔔怪
mom-dad-stories,媽爹講故事,故事類,我不知道我是誰
mom-dad-stories,媽爹講故事,故事類,我也好想去遠足
mom-dad-stories,媽爹講故事,故事類,我們待會見
mom-dad-stories,媽爹講故事,故事類,我媽媽
mom-dad-stories,媽爹講故事,故事類,我愛怪獸
mom-dad-stories,媽爹講故事,故事類,我是老大
mom-dad-stories,媽爹講故事,故事類,我有好多話要說！
mom-dad-stories,媽爹講故事,故事類,我爸爸
mom-dad-stories,媽爹講故事,故事類,我爸爸超厲害！
mom-dad-stories,媽爹講故事,故事類,我的寶貝我的愛
mom-dad-stories,媽爹講故事,故事類,我真的真的很急！
mom-dad-stories,媽爹講故事,故事類,我選我自己
mom-dad-stories,媽爹講故事,故事類,拉拉的皇冠
mom-dad-stories,媽爹講故事,故事類,探索Podcast 說故事的魅力
mom-dad-stories,媽爹講故事,故事類,搬過來搬過去
mom-dad-stories,媽爹講故事,故事類,撿到一塊錢
mom-dad-stories,媽爹講故事,故事類,擔心做錯決定的小獅子
mom-dad-stories,媽爹講故事,故事類,星期二洗髮日
mom-dad-stories,媽爹講故事,故事類,時尚小老鼠克拉麗絲：夢想成真
mom-dad-stories,媽爹講故事,故事類,時鐘國王
mom-dad-stories,媽爹講故事,故事類,最後一匹狼
mom-dad-stories,媽爹講故事,故事類,月下看貓頭鷹
mom-dad-stories,媽爹講故事,故事類,月亮雪酪
mom-dad-stories,媽爹講故事,故事類,月亮，你好嗎
mom-dad-stories,媽爹講故事,故事類,有你真好
mom-dad-stories,媽爹講故事,故事類,梅伊第一天上學
mom-dad-stories,媽爹講故事,故事類,森林森林雞蛋糕
mom-dad-stories,媽爹講故事,故事類,檸檬妹妹
mom-dad-stories,媽爹講故事,故事類,河馬屁聲大
mom-dad-stories,媽爹講故事,故事類,河馬波波屁股大
mom-dad-stories,媽爹講故事,故事類,河馬魯道夫來了
mom-dad-stories,媽爹講故事,故事類,活著最重要的事
mom-dad-stories,媽爹講故事,故事類,浮冰上的小熊
mom-dad-stories,媽爹講故事,故事類,烏龜慢慢找工作
mom-dad-stories,媽爹講故事,故事類,爸爸專賣店
mom-dad-stories,媽爹講故事,故事類,爺爺一定有辦法
mom-dad-stories,媽爹講故事,故事類,牙婆婆，我會乖乖刷牙！
mom-dad-stories,媽爹講故事,故事類,甜甜圈店開張囉！
mom-dad-stories,媽爹講故事,故事類,生氣湯
mom-dad-stories,媽爹講故事,故事類,田鼠阿佛
mom-dad-stories,媽爹講故事,故事類,畫家馬一邊
mom-dad-stories,媽爹講故事,故事類,當一隻懶蟲不容易！
mom-dad-stories,媽爹講故事,故事類,當我想睡的時候
mom-dad-stories,媽爹講故事,故事類,病毒來了，我該怎麼辦？
mom-dad-stories,媽爹講故事,故事類,白雲麵包
mom-dad-stories,媽爹講故事,故事類,看看我的新牙齒
mom-dad-stories,媽爹講故事,故事類,神奇上學路
mom-dad-stories,媽爹講故事,故事類,福字為什麼倒著貼
mom-dad-stories,媽爹講故事,故事類,端午節的由來
mom-dad-stories,媽爹講故事,故事類,節目重大宣布！PODCAST平台調整
mom-dad-stories,媽爹講故事,故事類,紙袋公主
mom-dad-stories,媽爹講故事,故事類,老鼠娶新娘
mom-dad-stories,媽爹講故事,故事類,老鼠牙醫-地嗖頭
mom-dad-stories,媽爹講故事,故事類,聽說小豬變地瓜了！
mom-dad-stories,媽爹講故事,故事類,花豹布魯諾
mom-dad-stories,媽爹講故事,故事類,薩琪到底有沒有小雞雞？
mom-dad-stories,媽爹講故事,故事類,被罵了，怎麼辦？
mom-dad-stories,媽爹講故事,故事類,被貼標籤的鱷魚
mom-dad-stories,媽爹講故事,故事類,襪子裡的聖誕禮物
mom-dad-stories,媽爹講故事,故事類,誰的爺爺比較厲害
mom-dad-stories,媽爹講故事,故事類,讓我安靜五分鐘
mom-dad-stories,媽爹講故事,故事類,迎財神的故事
mom-dad-stories,媽爹講故事,故事類,逃家小兔
mom-dad-stories,媽爹講故事,故事類,都是放屁惹的禍
mom-dad-stories,媽爹講故事,故事類,閃電魚尼克
mom-dad-stories,媽爹講故事,故事類,霸道小公主：學會尊重不任性
mom-dad-stories,媽爹講故事,故事類,鞋匠馬丁
mom-dad-stories,媽爹講故事,故事類,鬥年獸
mom-dad-stories,媽爹講故事,故事類,鱷魚愛上長頸鹿
mom-dad-stories,媽爹講故事,故事類,鼻屎有話和你說
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】『不要餵豬吃廚餘』為什麼能防堵非洲豬瘟？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】人死了之後指甲還會繼續生長嗎？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】什麼叫非籠飼雞蛋？跟一般雞蛋有差嗎？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】什麼是透明鮮乳？跟一般鮮乳有差別嗎？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】什麼食物最不會說謊？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】元宵節除了吃湯圓，還可以吃平安龜？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】全球塑膠大賽：大人們為什麼在為「塑膠」吵架？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】兩隻老鷹的英文是？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】冬粉為什麼叫冬粉？而不是春夏秋粉呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】台灣有自己的過年傳說？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】地球的「油龍頭」被關掉了？為什麼遠方吵架，我們的錢包會縮水？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】夏天盛產的冬瓜爲什麼要叫冬瓜不叫夏瓜？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】大人聽到『三高』為什麼會緊張？三高又是什麼呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】女巫死後竟變成這個？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】如果鮮奶的包裝上有動物福利標章，它代表什麼？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】撲克牌為什麼要叫撲克牌呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】是誰發明了甜甜圈？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】月球，我們回來了！太空人的「登月先遣隊」出發囉！
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】母雞也有翅膀，牠會飛嗎？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什要講九牛二虎之力而不是其他動物呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼做實驗都會用小白鼠，而不是其他動物呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼兒童節會放假呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼八卦山要叫八卦山呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼出錯要叫搞烏龍呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼切好的蘋果放一下會變色？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼廁所又叫化妝室或洗手間？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼我不能每餐都吃炸雞配珍珠奶茶？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼我們看到的都是招財貓？不是招財狗或牛呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼有元宵節呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼有的月餅上面有花紋呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼機車的龍頭要叫做龍頭，而不叫馬頭或蛇頭？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼水是透明的？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼蛀牙看起來會黑黑的？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼蟑螂死掉會翻肚呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】為什麼鯊魚要有那麼多排牙齒？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】牙刷是誰發明的？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】瓶罐也有「押金」?新加坡的回收存錢大挑戰！
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】筷子是誰發明的？為什麼外國人都用叉子不用筷子呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】紅綠燈為何有三種顏色？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】荷蘭首都規定：地鐵不准有漢堡廣告？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】蛋黃酥的蛋黃，竟然不是雞蛋？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】蜜蜂是怎麼蓋六角形蜂窩的呢？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】請問A跟C誰比較高？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】請問一粒糯米有多重？
mom-dad-stories,媽爹講故事,時事知識類,【媽爹小知識】豆子被綁架了會變什麼？
